Seq_number	Barcode	New_name	Location	Year	ext_rep	tech_rep	Sample_Control	Control_Type	ST_ID	Date_extracted	Batch	Volume_mL	Notes	Cst_Cnt	Cruise_ID	Cruise	Cruz_Sta	DbSta_ID	Cast_ID	Sta_ID	Quarter	Sta_Code	Distance	Date	Julian_Date	Julian_Day	Time	Lat_Dec	Lat_Deg	Lat_Min	Lat_Hem	Lon_Dec	Lon_Deg	Lon_Min	Lon_Hem	Rpt_Line	Ac_Line	Rpt_Sta	Ac_Sta	Bottom_D	Secchi	ForelU	Ship_Name	Ship_Code	Data_Type	Order_Occ	Event_Num	Cruz_Leg	Orig_Sta_ID	Data_Or	Cruz_Num	IntChl	IntC14	Inc_Str	Inc_End	PST_LAN	Civil_T	TimeZone	Wave_Dir	Wave_Ht	Wave_Prd	Wind_Dir	Wind_Spd	Barometer	Dry_T	Wet_T	Wea	Cloud_Typ	Cloud_Amt	Visibility	SS_T	SS_Salinity	SS_O2	SS_O2_sat	SS_silicate	SS_PO4	SS_NO3	SS_NO2	SS_NH4	SS_CHLa	SS_Phaeo	SS_DIC1	SS_TA1	SS_LightP	SS_pH1	max_100_T	max_100_Salinity	max_100_O2	max_100_O2_sat	max_100_silicate	max_100_PO4	max_100_NO3	max_100_NO2	max_100_NH4	max_100_CHLa	max_100_Phaeo	max_100_DIC1	max_100_TA1	max_100_LightP	max_100_pH1	min_100_T	min_100_Salinity	min_100_O2	min_100_O2_sat	min_100_silicate	min_100_PO4	min_100_NO3	min_100_NO2	min_100_NH4	min_100_CHLa	min_100_Phaeo	min_100_DIC1	min_100_TA1	min_100_LightP	min_100_pH1	mean_100_T	mean_100_Salinity	mean_100_O2	mean_100_O2_sat	mean_100_silicate	mean_100_PO4	mean_100_NO3	mean_100_NO2	mean_100_NH4	mean_100_CHLa	mean_100_Phaeo	mean_100_DIC1	mean_100_TA1	mean_100_LightP	mean_100_pH1	D100_T	D100_Salinity	D100_O2	D100_O2_sat	D100_silicate	D100_PO4	D100_NO3	D100_NO2	D100_NH4	D100_CHLa	D100_Phaeo	D100_DIC1	D100_TA1	D100_LightP	D100_pH1
Miu.2.b.19.S167	MiFish	MiFish_2012_3_93.3_60_1_2	2012_3_93.3_60	2012	1	2	Sample	NA	1203_93.3_60	6/28/19	12	125	low_normal	33006	2012-03-25-C-325S	201203	2.01E+13	9330600	20-12035S-MX-086-1100-09330600	093.3 060.0	1	ST	-134.783	3/26/12	40994	86	12/30/1899 11:00:00	31.845	31	50.7	N	-119.573333	-119	34.4	W	93.3	93.3	60	60	1862	NA	NA	RV BELL M SHIMADA	325S	MX	9	82	NA	93.3 60.0	3101	1203	27	NA					NA	NA	NA	NA	29	13	1017.4	13.2	10.4	0	NA	0	0	14.79	33.432	5.86	101.6	2.6	0.34	0	0.02	0.03	0.18	0.02	NA	NA	NA	NA	14.79	33.432	5.9	101.6	11	1.08	12.4	0.23	0.14	0.71	0.27	NA	NA	NA	NA	10.97	33.291	4.62	73.9	2.5	0.3	0	0.02	0.01	0.1	0.02	NA	NA	NA	NA	13.64	33.3814	5.609	95.13	4.38	0.497	2.83	0.054	0.047	0.274	0.08	NA	NA	NA	NA	10.43	33.464	4.28	67.7	14.7	1.29	15.9	0.04	0.1	0.05	0.03	NA	NA	NA	NA
Miu.3.b.16.S264	MiFish	MiFish_2012_4_80_60_1_3	2012_4_80_60	2012	1	3	Sample	NA	1203_80_60	6/28/19	12	125	full	32966	2012-03-25-C-325S	201203	2.01E+13	8000600	20-12035S-MX-097-1942-08000600	080.0 060.0	2	ST	-38.519	4/6/12	41006	98	12/30/1899 19:42:00	34.151667	34	9.1	N	-121.148333	-121	8.9	W	80	80	60	60	2165	13	NA	RV BELL M SHIMADA	325S	MX	57	562	NA	80.0 60.0	3101	1203	170.4	NA					NA	32	10	9	33	23	1022.3	11.9	8.7	1	0	1	8	11.11	33.55	5.79	93	12.4	1.13	12.1	0.22	0.53	1.75	0.44	NA	NA	NA	NA	11.11	33.746	5.79	93	24.6	1.85	22.1	0.28	0.67	2.58	0.94	NA	NA	NA	NA	10.07	33.55	3.55	55.8	12.1	1.11	12.1	0.21	0.3	0.27	0.25	NA	NA	NA	NA	10.853	33.6057	5.313333333	84.94444444	14.32222222	1.261111111	14.13333333	0.227777778	0.462222222	1.677777778	0.498888889	NA	NA	NA	NA	9.65	33.89	2.47	38.5	30.6	2.15	26	0.3	0.2	0.18	0.31	NA	NA	NA	NA
Miu.3.b.17.S265	MiFish	MiFish_2012_3_86.7_50_1_3	2012_3_86.7_50	2012	1	3	Sample	NA	1203_86.7_50	6/28/19	12	125	low_normal	32981	2012-03-25-C-325S	201203	2.01E+13	8670500	20-12035S-MX-091-0228-08670500	086.7 050.0	1	ST	-71.279	3/31/12	40999	91	12/30/1899 02:28:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	82	NA	NA	RV BELL M SHIMADA	325S	MX	31	302	NA	86.7 50.0	3101	1203	171.9	NA					NA	NA	NA	NA	29	17	1015.2	12.9	12.3	0	NA	0	0	12.69	33.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.69	33.731	6.05	100.5	23.2	1.61	20.8	0.28	0.31	4.78	0.48	NA	NA	NA	NA	10.18	33.488	3.33	52.5	6.8	0.72	5.8	0.12	0.04	0.68	0.21	NA	NA	NA	NA	11.54555556	33.59566667	4.84625	78.7	13.45	1.11125	12.5375	0.18375	0.192857143	2.59625	0.30625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.3.b.18.S266	MiFish	MiFish_2012_3_93.3_30_1_3	2012_3_93.3_30	2012	1	3	Sample	NA	1203_93.3_30	6/28/19	12	125	low_normal	33000	2012-03-25-C-325S	201203	2.01E+13	9330300	20-12035S-MX-085-1016-09330300	093.3 030.0	1	ST	-15.276	3/25/12	40993	85	12/30/1899 10:16:00	32.843333	32	50.6	N	-117.533333	-117	32	W	93.3	93.3	30	30	850	NA	NA	RV BELL M SHIMADA	325S	MX	3	22	NA	93.3 30.0	3101	1203	75.9	NA					NA	NA	NA	NA	13	6	1013.9	13.2	11	0	NA	0	0	13.31	33.494	6.11	102.8	4.6	0.6	3.1	0.1	0.16	1.09	0.33	NA	NA	NA	NA	13.31	34.008	6.11	102.8	31.6	2.21	26.9	0.36	0.97	2.67	0.33	2175.92	2314.39	NA	NA	9.95	33.494	1.73	27.2	4.6	0.6	3.1	0.1	0	0.1	0.1	2066.13	2241.53	NA	NA	11.399	33.7077	3.801	62.24	17.55	1.446	16.13	0.189	0.222	0.753	0.212	2121.025	2277.96	NA	NA	9.84	34.078	1.75	27.4	32.4	2.23	27.3	0.06	0	0.05	0.16	2217.63	2313.23	NA	NA
Miu.3.b.19.S267	MiFish	MiFish_2012_3_93.3_60_1_3	2012_3_93.3_60	2012	1	3	Sample	NA	1203_93.3_60	6/28/19	12	125	low_normal	33006	2012-03-25-C-325S	201203	2.01E+13	9330600	20-12035S-MX-086-1100-09330600	093.3 060.0	1	ST	-134.783	3/26/12	40994	86	12/30/1899 11:00:00	31.845	31	50.7	N	-119.573333	-119	34.4	W	93.3	93.3	60	60	1862	NA	NA	RV BELL M SHIMADA	325S	MX	9	82	NA	93.3 60.0	3101	1203	27	NA					NA	NA	NA	NA	29	13	1017.4	13.2	10.4	0	NA	0	0	14.79	33.432	5.86	101.6	2.6	0.34	0	0.02	0.03	0.18	0.02	NA	NA	NA	NA	14.79	33.432	5.9	101.6	11	1.08	12.4	0.23	0.14	0.71	0.27	NA	NA	NA	NA	10.97	33.291	4.62	73.9	2.5	0.3	0	0.02	0.01	0.1	0.02	NA	NA	NA	NA	13.64	33.3814	5.609	95.13	4.38	0.497	2.83	0.054	0.047	0.274	0.08	NA	NA	NA	NA	10.43	33.464	4.28	67.7	14.7	1.29	15.9	0.04	0.1	0.05	0.03	NA	NA	NA	NA
Seb.Rep.1.long.b.17.S62	Sebastes	Sebastes_2012_3_86.7_50_1_1	2012_3_86.7_50	2012	1	1	Sample	NA	1203_86.7_50	6/28/19	12	125	low_normal	32981	2012-03-25-C-325S	201203	2.01E+13	8670500	20-12035S-MX-091-0228-08670500	086.7 050.0	1	ST	-71.279	3/31/12	40999	91	12/30/1899 02:28:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	82	NA	NA	RV BELL M SHIMADA	325S	MX	31	302	NA	86.7 50.0	3101	1203	171.9	NA					NA	NA	NA	NA	29	17	1015.2	12.9	12.3	0	NA	0	0	12.69	33.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.69	33.731	6.05	100.5	23.2	1.61	20.8	0.28	0.31	4.78	0.48	NA	NA	NA	NA	10.18	33.488	3.33	52.5	6.8	0.72	5.8	0.12	0.04	0.68	0.21	NA	NA	NA	NA	11.54555556	33.59566667	4.84625	78.7	13.45	1.11125	12.5375	0.18375	0.192857143	2.59625	0.30625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.2.b.17.S156	Sebastes	Sebastes_2012_3_86.7_50_1_2	2012_3_86.7_50	2012	1	2	Sample	NA	1203_86.7_50	6/28/19	12	125	low_normal	32981	2012-03-25-C-325S	201203	2.01E+13	8670500	20-12035S-MX-091-0228-08670500	086.7 050.0	1	ST	-71.279	3/31/12	40999	91	12/30/1899 02:28:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	82	NA	NA	RV BELL M SHIMADA	325S	MX	31	302	NA	86.7 50.0	3101	1203	171.9	NA					NA	NA	NA	NA	29	17	1015.2	12.9	12.3	0	NA	0	0	12.69	33.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.69	33.731	6.05	100.5	23.2	1.61	20.8	0.28	0.31	4.78	0.48	NA	NA	NA	NA	10.18	33.488	3.33	52.5	6.8	0.72	5.8	0.12	0.04	0.68	0.21	NA	NA	NA	NA	11.54555556	33.59566667	4.84625	78.7	13.45	1.11125	12.5375	0.18375	0.192857143	2.59625	0.30625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.3.b.17.S250	Sebastes	Sebastes_2012_3_86.7_50_1_3	2012_3_86.7_50	2012	1	3	Sample	NA	1203_86.7_50	6/28/19	12	125	low_normal	32981	2012-03-25-C-325S	201203	2.01E+13	8670500	20-12035S-MX-091-0228-08670500	086.7 050.0	1	ST	-71.279	3/31/12	40999	91	12/30/1899 02:28:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	82	NA	NA	RV BELL M SHIMADA	325S	MX	31	302	NA	86.7 50.0	3101	1203	171.9	NA					NA	NA	NA	NA	29	17	1015.2	12.9	12.3	0	NA	0	0	12.69	33.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.69	33.731	6.05	100.5	23.2	1.61	20.8	0.28	0.31	4.78	0.48	NA	NA	NA	NA	10.18	33.488	3.33	52.5	6.8	0.72	5.8	0.12	0.04	0.68	0.21	NA	NA	NA	NA	11.54555556	33.59566667	4.84625	78.7	13.45	1.11125	12.5375	0.18375	0.192857143	2.59625	0.30625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.1.long.b.18.S63	Sebastes	Sebastes_2012_3_93.3_30_1_1	2012_3_93.3_30	2012	1	1	Sample	NA	1203_93.3_30	6/28/19	12	125	low_normal	33000	2012-03-25-C-325S	201203	2.01E+13	9330300	20-12035S-MX-085-1016-09330300	093.3 030.0	1	ST	-15.276	3/25/12	40993	85	12/30/1899 10:16:00	32.843333	32	50.6	N	-117.533333	-117	32	W	93.3	93.3	30	30	850	NA	NA	RV BELL M SHIMADA	325S	MX	3	22	NA	93.3 30.0	3101	1203	75.9	NA					NA	NA	NA	NA	13	6	1013.9	13.2	11	0	NA	0	0	13.31	33.494	6.11	102.8	4.6	0.6	3.1	0.1	0.16	1.09	0.33	NA	NA	NA	NA	13.31	34.008	6.11	102.8	31.6	2.21	26.9	0.36	0.97	2.67	0.33	2175.92	2314.39	NA	NA	9.95	33.494	1.73	27.2	4.6	0.6	3.1	0.1	0	0.1	0.1	2066.13	2241.53	NA	NA	11.399	33.7077	3.801	62.24	17.55	1.446	16.13	0.189	0.222	0.753	0.212	2121.025	2277.96	NA	NA	9.84	34.078	1.75	27.4	32.4	2.23	27.3	0.06	0	0.05	0.16	2217.63	2313.23	NA	NA
Seb.Rep.2.b.18.S157	Sebastes	Sebastes_2012_3_93.3_30_1_2	2012_3_93.3_30	2012	1	2	Sample	NA	1203_93.3_30	6/28/19	12	125	low_normal	33000	2012-03-25-C-325S	201203	2.01E+13	9330300	20-12035S-MX-085-1016-09330300	093.3 030.0	1	ST	-15.276	3/25/12	40993	85	12/30/1899 10:16:00	32.843333	32	50.6	N	-117.533333	-117	32	W	93.3	93.3	30	30	850	NA	NA	RV BELL M SHIMADA	325S	MX	3	22	NA	93.3 30.0	3101	1203	75.9	NA					NA	NA	NA	NA	13	6	1013.9	13.2	11	0	NA	0	0	13.31	33.494	6.11	102.8	4.6	0.6	3.1	0.1	0.16	1.09	0.33	NA	NA	NA	NA	13.31	34.008	6.11	102.8	31.6	2.21	26.9	0.36	0.97	2.67	0.33	2175.92	2314.39	NA	NA	9.95	33.494	1.73	27.2	4.6	0.6	3.1	0.1	0	0.1	0.1	2066.13	2241.53	NA	NA	11.399	33.7077	3.801	62.24	17.55	1.446	16.13	0.189	0.222	0.753	0.212	2121.025	2277.96	NA	NA	9.84	34.078	1.75	27.4	32.4	2.23	27.3	0.06	0	0.05	0.16	2217.63	2313.23	NA	NA
Seb.Rep.3.b.18.S251	Sebastes	Sebastes_2012_3_93.3_30_1_3	2012_3_93.3_30	2012	1	3	Sample	NA	1203_93.3_30	6/28/19	12	125	low_normal	33000	2012-03-25-C-325S	201203	2.01E+13	9330300	20-12035S-MX-085-1016-09330300	093.3 030.0	1	ST	-15.276	3/25/12	40993	85	12/30/1899 10:16:00	32.843333	32	50.6	N	-117.533333	-117	32	W	93.3	93.3	30	30	850	NA	NA	RV BELL M SHIMADA	325S	MX	3	22	NA	93.3 30.0	3101	1203	75.9	NA					NA	NA	NA	NA	13	6	1013.9	13.2	11	0	NA	0	0	13.31	33.494	6.11	102.8	4.6	0.6	3.1	0.1	0.16	1.09	0.33	NA	NA	NA	NA	13.31	34.008	6.11	102.8	31.6	2.21	26.9	0.36	0.97	2.67	0.33	2175.92	2314.39	NA	NA	9.95	33.494	1.73	27.2	4.6	0.6	3.1	0.1	0	0.1	0.1	2066.13	2241.53	NA	NA	11.399	33.7077	3.801	62.24	17.55	1.446	16.13	0.189	0.222	0.753	0.212	2121.025	2277.96	NA	NA	9.84	34.078	1.75	27.4	32.4	2.23	27.3	0.06	0	0.05	0.16	2217.63	2313.23	NA	NA
Seb.Rep.1.long.b.19.S64	Sebastes	Sebastes_2012_3_93.3_60_1_1	2012_3_93.3_60	2012	1	1	Sample	NA	1203_93.3_60	6/28/19	12	125	low_normal	33006	2012-03-25-C-325S	201203	2.01E+13	9330600	20-12035S-MX-086-1100-09330600	093.3 060.0	1	ST	-134.783	3/26/12	40994	86	12/30/1899 11:00:00	31.845	31	50.7	N	-119.573333	-119	34.4	W	93.3	93.3	60	60	1862	NA	NA	RV BELL M SHIMADA	325S	MX	9	82	NA	93.3 60.0	3101	1203	27	NA					NA	NA	NA	NA	29	13	1017.4	13.2	10.4	0	NA	0	0	14.79	33.432	5.86	101.6	2.6	0.34	0	0.02	0.03	0.18	0.02	NA	NA	NA	NA	14.79	33.432	5.9	101.6	11	1.08	12.4	0.23	0.14	0.71	0.27	NA	NA	NA	NA	10.97	33.291	4.62	73.9	2.5	0.3	0	0.02	0.01	0.1	0.02	NA	NA	NA	NA	13.64	33.3814	5.609	95.13	4.38	0.497	2.83	0.054	0.047	0.274	0.08	NA	NA	NA	NA	10.43	33.464	4.28	67.7	14.7	1.29	15.9	0.04	0.1	0.05	0.03	NA	NA	NA	NA
Seb.Rep.2.b.19.S158	Sebastes	Sebastes_2012_3_93.3_60_1_2	2012_3_93.3_60	2012	1	2	Sample	NA	1203_93.3_60	6/28/19	12	125	low_normal	33006	2012-03-25-C-325S	201203	2.01E+13	9330600	20-12035S-MX-086-1100-09330600	093.3 060.0	1	ST	-134.783	3/26/12	40994	86	12/30/1899 11:00:00	31.845	31	50.7	N	-119.573333	-119	34.4	W	93.3	93.3	60	60	1862	NA	NA	RV BELL M SHIMADA	325S	MX	9	82	NA	93.3 60.0	3101	1203	27	NA					NA	NA	NA	NA	29	13	1017.4	13.2	10.4	0	NA	0	0	14.79	33.432	5.86	101.6	2.6	0.34	0	0.02	0.03	0.18	0.02	NA	NA	NA	NA	14.79	33.432	5.9	101.6	11	1.08	12.4	0.23	0.14	0.71	0.27	NA	NA	NA	NA	10.97	33.291	4.62	73.9	2.5	0.3	0	0.02	0.01	0.1	0.02	NA	NA	NA	NA	13.64	33.3814	5.609	95.13	4.38	0.497	2.83	0.054	0.047	0.274	0.08	NA	NA	NA	NA	10.43	33.464	4.28	67.7	14.7	1.29	15.9	0.04	0.1	0.05	0.03	NA	NA	NA	NA
Seb.Rep.3.b.19.S252	Sebastes	Sebastes_2012_3_93.3_60_1_3	2012_3_93.3_60	2012	1	3	Sample	NA	1203_93.3_60	6/28/19	12	125	low_normal	33006	2012-03-25-C-325S	201203	2.01E+13	9330600	20-12035S-MX-086-1100-09330600	093.3 060.0	1	ST	-134.783	3/26/12	40994	86	12/30/1899 11:00:00	31.845	31	50.7	N	-119.573333	-119	34.4	W	93.3	93.3	60	60	1862	NA	NA	RV BELL M SHIMADA	325S	MX	9	82	NA	93.3 60.0	3101	1203	27	NA					NA	NA	NA	NA	29	13	1017.4	13.2	10.4	0	NA	0	0	14.79	33.432	5.86	101.6	2.6	0.34	0	0.02	0.03	0.18	0.02	NA	NA	NA	NA	14.79	33.432	5.9	101.6	11	1.08	12.4	0.23	0.14	0.71	0.27	NA	NA	NA	NA	10.97	33.291	4.62	73.9	2.5	0.3	0	0.02	0.01	0.1	0.02	NA	NA	NA	NA	13.64	33.3814	5.609	95.13	4.38	0.497	2.83	0.054	0.047	0.274	0.08	NA	NA	NA	NA	10.43	33.464	4.28	67.7	14.7	1.29	15.9	0.04	0.1	0.05	0.03	NA	NA	NA	NA
Seb.Rep.1.long.b.16.S61	Sebastes	Sebastes_2012_4_80_60_1_1	2012_4_80_60	2012	1	1	Sample	NA	1203_80_60	6/28/19	12	125	full	32966	2012-03-25-C-325S	201203	2.01E+13	8000600	20-12035S-MX-097-1942-08000600	080.0 060.0	2	ST	-38.519	4/6/12	41006	98	12/30/1899 19:42:00	34.151667	34	9.1	N	-121.148333	-121	8.9	W	80	80	60	60	2165	13	NA	RV BELL M SHIMADA	325S	MX	57	562	NA	80.0 60.0	3101	1203	170.4	NA					NA	32	10	9	33	23	1022.3	11.9	8.7	1	0	1	8	11.11	33.55	5.79	93	12.4	1.13	12.1	0.22	0.53	1.75	0.44	NA	NA	NA	NA	11.11	33.746	5.79	93	24.6	1.85	22.1	0.28	0.67	2.58	0.94	NA	NA	NA	NA	10.07	33.55	3.55	55.8	12.1	1.11	12.1	0.21	0.3	0.27	0.25	NA	NA	NA	NA	10.853	33.6057	5.313333333	84.94444444	14.32222222	1.261111111	14.13333333	0.227777778	0.462222222	1.677777778	0.498888889	NA	NA	NA	NA	9.65	33.89	2.47	38.5	30.6	2.15	26	0.3	0.2	0.18	0.31	NA	NA	NA	NA
Seb.Rep.2.b.16.S155	Sebastes	Sebastes_2012_4_80_60_1_2	2012_4_80_60	2012	1	2	Sample	NA	1203_80_60	6/28/19	12	125	full	32966	2012-03-25-C-325S	201203	2.01E+13	8000600	20-12035S-MX-097-1942-08000600	080.0 060.0	2	ST	-38.519	4/6/12	41006	98	12/30/1899 19:42:00	34.151667	34	9.1	N	-121.148333	-121	8.9	W	80	80	60	60	2165	13	NA	RV BELL M SHIMADA	325S	MX	57	562	NA	80.0 60.0	3101	1203	170.4	NA					NA	32	10	9	33	23	1022.3	11.9	8.7	1	0	1	8	11.11	33.55	5.79	93	12.4	1.13	12.1	0.22	0.53	1.75	0.44	NA	NA	NA	NA	11.11	33.746	5.79	93	24.6	1.85	22.1	0.28	0.67	2.58	0.94	NA	NA	NA	NA	10.07	33.55	3.55	55.8	12.1	1.11	12.1	0.21	0.3	0.27	0.25	NA	NA	NA	NA	10.853	33.6057	5.313333333	84.94444444	14.32222222	1.261111111	14.13333333	0.227777778	0.462222222	1.677777778	0.498888889	NA	NA	NA	NA	9.65	33.89	2.47	38.5	30.6	2.15	26	0.3	0.2	0.18	0.31	NA	NA	NA	NA
Seb.Rep.3.b.16.S249	Sebastes	Sebastes_2012_4_80_60_1_3	2012_4_80_60	2012	1	3	Sample	NA	1203_80_60	6/28/19	12	125	full	32966	2012-03-25-C-325S	201203	2.01E+13	8000600	20-12035S-MX-097-1942-08000600	080.0 060.0	2	ST	-38.519	4/6/12	41006	98	12/30/1899 19:42:00	34.151667	34	9.1	N	-121.148333	-121	8.9	W	80	80	60	60	2165	13	NA	RV BELL M SHIMADA	325S	MX	57	562	NA	80.0 60.0	3101	1203	170.4	NA					NA	32	10	9	33	23	1022.3	11.9	8.7	1	0	1	8	11.11	33.55	5.79	93	12.4	1.13	12.1	0.22	0.53	1.75	0.44	NA	NA	NA	NA	11.11	33.746	5.79	93	24.6	1.85	22.1	0.28	0.67	2.58	0.94	NA	NA	NA	NA	10.07	33.55	3.55	55.8	12.1	1.11	12.1	0.21	0.3	0.27	0.25	NA	NA	NA	NA	10.853	33.6057	5.313333333	84.94444444	14.32222222	1.261111111	14.13333333	0.227777778	0.462222222	1.677777778	0.498888889	NA	NA	NA	NA	9.65	33.89	2.47	38.5	30.6	2.15	26	0.3	0.2	0.18	0.31	NA	NA	NA	NA
Miu.1.b.12.S60	MiFish	MiFish_2011_4_80_60_1_1	2011_4_80_60	2011	1	1	Sample	NA	1104_80_60	6/28/19	12	50	full	32672	2011-04-09-C-325S	201104	2.01E+13	8000600	20-11045S-PR-113-1727-08000600	080.0 060.0	2	ST	-38.855	4/23/11	40656	113	12/30/1899 17:27:00	34.15	34	9	N	-121.155	-121	9.3	W	80	80	60	60.1	2162	8	NA	RV BELL M. SHIMADA	325S	PR	103	1022	NA	80.0 60.0	3101	1104	148.4	1425.6	12/30/1899 12:05:00	12/30/1899 19:03:00	12/30/1899 12:03:00	12/30/1899 19:13:00	8	30	3	8	30	4	1016.8	14	12	1	3	4	8	11.5	33.52	6.31	102.2	5.2	0.95	9.3	0.19	0.61	5.34	1.6	NA	NA	NA	NA	11.5	33.752	6.31	102.2	25.6	1.86	23.7	0.26	1.59	5.34	1.85	NA	NA	NA	NA	9.49	33.52	3.24	50.3	5.2	0.95	9.3	0.08	0.2	0.15	0.38	NA	NA	NA	NA	10.89416667	33.62516667	5.068181818	81.21818182	15.22727273	1.432727273	15.51818182	0.199090909	1.036363636	1.76	0.99	NA	NA	NA	NA	9.2	33.837	2.79	43	28.8	1.98	25.8	0.05	0.01	0.13	0.34	NA	NA	NA	NA
Miu.1.b.13.S61	MiFish	MiFish_2011_4_86.7_50_1_1	2011_4_86.7_50	2011	1	1	Sample	NA	1104_86.7_50	6/28/19	11	125	normal_organge	32694	2011-04-09-C-325S	201104	2.01E+13	8670500	20-11045S-PR-108-1816-08670500	086.7 050.0	2	ST	-71.322	4/18/11	40651	108	12/30/1899 18:16:00	33.325	33	19.5	N	-119.668333	-119	40.1	W	86.7	86.7	50	50	81	10	NA	RV BELL M. SHIMADA	325S	PR	75	742	NA	86.7 50.0	3101	1104	33.2	471.3	12/30/1899 11:58:00	12/30/1899 18:55:00	12/30/1899 11:58:00	12/30/1899 18:57:00	8	31	6	5	31	18	1016.3	13.3	13	2	7	8	4	13.46	33.472	5.57	94	7.8	0.77	7	0.13	0	1	0.27	NA	NA	NA	NA	13.46	33.896	5.57	94	32	2.11	26.9	0.18	0.15	1	0.34	NA	NA	NA	NA	9.31	33.472	2.36	36.5	7.8	0.77	7	0.1	0	0.06	0.17	NA	NA	NA	NA	10.979	33.6845	3.739	60.54	20.2	1.526	18.36	0.137	0.046	0.461	0.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.1.b.14.S62	MiFish	MiFish_2011_4_93.3_30_1_1	2011_4_93.3_30	2011	1	1	Sample	NA	1104_93.3_30	6/28/19	11	125	low_normal	32720	2011-04-09-C-325S	201104	2.01E+13	9330300	20-11045S-MX-100-0921-09330300	093.3 030.0	2	ST	-14.909	4/10/11	40643	100	12/30/1899 09:21:00	32.848333	32	50.9	N	-117.528333	-117	31.7	W	93.3	93.3	30	30	815	NA	NA	RV BELL M. SHIMADA	325S	MX	35	342	NA	93.3 30.0	3101	1104	48.8	NA					NA	NA	NA	NA	7	1	1022.1	14	11.5	NA	NA	NA	NA	15.7	33.292	6.09	107.4	4	0.24	0	0	0	0.58	0.17	NA	NA	NA	NA	15.7	33.886	6.09	107.4	29.1	2.07	25.8	0.59	1.25	2.18	0.63	2160.7	2237.6	NA	NA	9.69	33.292	2.27	35.5	4	0.24	0	0	0	0.03	0.13	2142.1	2234.1	NA	NA	11.41	33.586	3.766923077	61.81538462	18.10769231	1.424615385	16.33846154	0.230769231	0.177692308	0.640769231	0.275384615	2151.4	2235.85	NA	NA	9.3	33.936	2.66	41.2	29.7	2.02	25.7	0.01	0.01	0.01	0.06	NA	NA	NA	NA
Miu.1.b.15.S63	MiFish	MiFish_2011_4_93.3_60_1_1	2011_4_93.3_60	2011	1	1	Sample	NA	1104_93.3_60	6/28/19	11	125	normal	32725	2011-04-09-C-325S	201104	2.01E+13	9330600	20-11045S-PR-101-1757-09330600	093.3 060.0	2	ST	-134.799	4/11/11	40644	101	12/30/1899 17:57:00	31.851667	31	51.1	N	-119.578333	-119	34.7	W	93.3	93.3	60	60	1860	21	NA	RV BELL M. SHIMADA	325S	PR	42	412	NA	93.3 60.0	3101	1104	21.9	180.9	12/30/1899 11:55:00	12/30/1899 18:50:00	12/30/1899 11:59:00	12/30/1899 18:52:00	8	33	8	6	33	14	1024.6	14.5	14	1	6	7	7	15.81	33.358	5.79	102.4	1.9	0.31	0	0	0.03	0.15	0.04	NA	NA	NA	NA	15.81	33.393	5.97	102.6	14.7	1.34	15.6	0.41	0.2	0.72	0.26	NA	NA	NA	NA	10.76	33.146	4.26	67.8	1.9	0.3	0	0	0	0.07	0.03	NA	NA	NA	NA	13.88142857	33.30364286	5.496428571	93.75714286	5.057142857	0.587142857	4.042857143	0.075714286	0.034285714	0.223571429	0.092142857	NA	NA	NA	NA	10.44	33.543	3.74	59.2	18.1	1.53	18.2	0.01	0	0.05	0.05	NA	NA	NA	NA
